date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:46:55	28395/28395	---M--	200	added ('OK')	image/jpeg	etag:%226eeb-5a590d91-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/Technical-Khan-Ji1-960x750.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/Technical-Khan-Ji1-960x750.jpg	(from https://abdulmateen.net/portfolio-types/logo-design/)
11:46:55	23679/23679	---M--	200	added ('OK')	image/jpeg	etag:%225c7f-5a590f16-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/Bikini-logo-960x750.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/Bikini-logo-960x750.jpg	(from https://abdulmateen.net/portfolio-types/logo-design/)
11:46:55	25908/25908	---M--	200	added ('OK')	image/jpeg	etag:%226534-5a5f9974-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/Black-Bull-RC-logo-960x750.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/Black-Bull-RC-logo-960x750.jpg	(from https://abdulmateen.net/portfolio-types/logo-design/)
11:46:56	33094/33094	---M--	200	added ('OK')	image/jpeg	etag:%228146-5a5f9ff6-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/Islamabad-Isychological-Center-Logo-960x750.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/Islamabad-Isychological-Center-Logo-960x750.jpg	(from https://abdulmateen.net/portfolio-types/logo-design/)
11:46:56	32319/32319	---M--	200	added ('OK')	image/jpeg	etag:%227e3f-5a5fa1fa-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/LoremIpsum-Unused-Logo-960x750.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/LoremIpsum-Unused-Logo-960x750.jpg	(from https://abdulmateen.net/portfolio-types/logo-design/)
11:46:56	24610/24610	---M--	200	added ('OK')	image/jpeg	etag:%226022-5a5fa325-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/Code-Roid-Logo-960x750.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/Code-Roid-Logo-960x750.jpg	(from https://abdulmateen.net/portfolio-types/logo-design/)
11:46:56	34609/34609	---M--	200	added ('OK')	image/jpeg	etag:%228731-5a5fa3d9-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/Lorem-Ipsum-960x750.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/Lorem-Ipsum-960x750.jpg	(from https://abdulmateen.net/portfolio-types/logo-design/)
11:46:57	25113/25113	---M--	200	added ('OK')	image/jpeg	etag:%226219-5a5fa528-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/NWIH-LOGO-960x750.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/NWIH-LOGO-960x750.jpg	(from https://abdulmateen.net/portfolio-types/logo-design/)
11:46:58	29436/29436	---M--	200	added ('OK')	image/jpeg	etag:%2272fc-5a5fab6d-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/Booking-Diary-App-Logo-960x750.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/Booking-Diary-App-Logo-960x750.jpg	(from https://abdulmateen.net/portfolio-types/logo-design/)
11:46:58	29887/29887	---M--	200	added ('OK')	image/jpeg	etag:%2274bf-5a5face0-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/rent-your-house-logo-960x750.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/rent-your-house-logo-960x750.jpg	(from https://abdulmateen.net/portfolio-types/logo-design/)
11:46:58	28563/28563	---M--	200	added ('OK')	image/jpeg	etag:%226f93-5a61cd96-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/logo-folio-2016-2017-960x750.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/logo-folio-2016-2017-960x750.jpg	(from https://abdulmateen.net/portfolio-types/logo-design/)
11:46:58	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:47:11%20GMT	https://abdulmateen.net/portfolio-types/web-design/OneSignalSDKUpdaterWorker.js.php	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-types/web-design/OneSignalSDKUpdaterWorker.js.php	(from https://abdulmateen.net/portfolio-types/web-design/)
11:46:59	9987/9987	---MC-	200	added ('OK')	application/rss+xml	etag:%221cac7a91ceeaea61cf8502f1b9733062%22	https://abdulmateen.net/portfolio-types/web-design/feed/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-types/web-design/feed/index.html	(from https://abdulmateen.net/portfolio-types/web-design/)
11:46:59	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:47:12%20GMT	https://abdulmateen.net/portfolio-types/web-design/OneSignalSDKWorker.js.php	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-types/web-design/OneSignalSDKWorker.js.php	(from https://abdulmateen.net/portfolio-types/web-design/)
11:47:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Apr%202018%2006:47:13%20GMT	https://abdulmateen.net/companies-incorporated-website/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/companies-incorporated-website/index.html	(from https://abdulmateen.net/portfolio-types/web-design/)
11:47:00	117495/117495	---M--	200	added ('OK')	image/jpeg	etag:%221caf7-5a55786e-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/italian-restaurant-f-image-960x750.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/italian-restaurant-f-image-960x750.jpg	(from https://abdulmateen.net/portfolio-types/web-design/)
11:47:01	87794/87794	---M--	200	added ('OK')	image/jpeg	etag:%22156f2-5aa00c97-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/03/companies-incorporated-website-960x750.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/03/companies-incorporated-website-960x750.jpg	(from https://abdulmateen.net/portfolio-types/web-design/)
11:47:01	101115/101115	---M--	200	added ('OK')	image/jpeg	etag:%2218afb-5a55797d-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/photography-web-2-960x750.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/photography-web-2-960x750.jpg	(from https://abdulmateen.net/portfolio-types/web-design/)
11:47:01	60409/60409	---M--	200	added ('OK')	image/jpeg	etag:%22ebf9-5a58fba0-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/ep-960x750.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/ep-960x750.jpg	(from https://abdulmateen.net/portfolio-types/web-design/)
11:47:01	83092/83092	---M--	200	added ('OK')	image/jpeg	etag:%2214494-5a58feba-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/web-Renewable-Resources-image-960x750.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/web-Renewable-Resources-image-960x750.jpg	(from https://abdulmateen.net/portfolio-types/web-design/)
11:47:02	70844/70844	---M--	200	added ('OK')	image/jpeg	etag:%22114bc-5a55815d-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/web-blossom-artist-featured-image-960x750.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/web-blossom-artist-featured-image-960x750.jpg	(from https://abdulmateen.net/portfolio-types/web-design/)
11:47:02	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:47:15%20GMT	https://abdulmateen.net/portfolio-types/web-development/OneSignalSDKUpdaterWorker.js.php	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-types/web-development/OneSignalSDKUpdaterWorker.js.php	(from https://abdulmateen.net/portfolio-types/web-development/)
11:47:02	100448/100448	---M--	200	added ('OK')	image/jpeg	etag:%2218860-5a5fa773-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/nwih-org-960x750.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/nwih-org-960x750.jpg	(from https://abdulmateen.net/portfolio-types/web-design/)
11:47:02	11655/11655	---MC-	200	added ('OK')	application/rss+xml	etag:%221cac7a91ceeaea61cf8502f1b9733062%22	https://abdulmateen.net/portfolio-types/web-development/feed/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-types/web-development/feed/index.html	(from https://abdulmateen.net/portfolio-types/web-development/)
11:47:03	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:47:15%20GMT	https://abdulmateen.net/portfolio-types/web-development/OneSignalSDKWorker.js.php	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-types/web-development/OneSignalSDKWorker.js.php	(from https://abdulmateen.net/portfolio-types/web-development/)
11:47:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Apr%202018%2006:47:16%20GMT	https://abdulmateen.net/infininty-mining-pakistan/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/infininty-mining-pakistan/index.html	(from https://abdulmateen.net/portfolio-types/web-development/)
11:47:04	63146/63146	---M--	200	added ('OK')	image/jpeg	etag:%22f6aa-5a931fb4-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/02/ambreenrashidkhan-960x750.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/02/ambreenrashidkhan-960x750.jpg	(from https://abdulmateen.net/portfolio-types/web-development/)
11:47:05	67467/67467	---M--	200	added ('OK')	image/jpeg	etag:%221078b-5a932546-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/02/Infininty-Mining-Pakistan-960x750.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/02/Infininty-Mining-Pakistan-960x750.jpg	(from https://abdulmateen.net/portfolio-types/web-development/)
11:47:05	38097/38097	---M--	200	added ('OK')	image/jpeg	etag:%2294d1-5a5faeb8-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/Calculator-With-JavaScript-960x750.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/Calculator-With-JavaScript-960x750.jpg	(from https://abdulmateen.net/portfolio-types/web-development/)
11:47:05	126185/126185	---M--	200	added ('OK')	image/jpeg	etag:%221ece9-5a58fd09-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/web-qazi-image-960x750.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/web-qazi-image-960x750.jpg	(from https://abdulmateen.net/portfolio-types/web-development/)
11:47:05	101256/101256	---M--	200	added ('OK')	image/jpeg	etag:%2218b88-5a5f9c36-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/Columbia-Hospice-Care-960x750.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/Columbia-Hospice-Care-960x750.jpg	(from https://abdulmateen.net/portfolio-types/web-development/)
11:47:05	2448/2448	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Apr%202018%2006:47:18%20GMT	https://abdulmateen.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fabdulmateen.net%2Fportfolio-item%2Fitalian-restaurant%2F	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-json/oembed/1.0/embed27a2.json	(from https://abdulmateen.net/portfolio-item/italian-restaurant/)
11:47:06	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:47:18%20GMT	https://abdulmateen.net/portfolio-item/italian-restaurant/feed/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/italian-restaurant/feed/index.html	(from https://abdulmateen.net/portfolio-item/italian-restaurant/)
11:47:06	2754/2754	---M--	200	added ('OK')	text/xml	date:Thu,%2026%20Apr%202018%2006:47:18%20GMT	https://abdulmateen.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fabdulmateen.net%2Fportfolio-item%2Fitalian-restaurant%2F&format=xml	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-json/oembed/1.0/embed5097	(from https://abdulmateen.net/portfolio-item/italian-restaurant/)
11:47:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Apr%202018%2006:47:18%20GMT	https://abdulmateen.net/?p=33	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/indexdd23.html	(from https://abdulmateen.net/portfolio-item/italian-restaurant/)
11:47:06	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:47:19%20GMT	https://abdulmateen.net/portfolio-item/images/stripes/stripes_3_b.png	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/images/stripes/stripes_3_b.png	(from https://abdulmateen.net/portfolio-item/italian-restaurant/)
11:47:07	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:47:20%20GMT	https://abdulmateen.net/portfolio-item/italian-restaurant/OneSignalSDKUpdaterWorker.js.php	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/italian-restaurant/OneSignalSDKUpdaterWorker.js.php	(from https://abdulmateen.net/portfolio-item/italian-restaurant/)
11:47:08	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:47:21%20GMT	https://abdulmateen.net/portfolio-item/italian-restaurant/OneSignalSDKWorker.js.php	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/italian-restaurant/OneSignalSDKWorker.js.php	(from https://abdulmateen.net/portfolio-item/italian-restaurant/)
11:47:09	1817/1817	---M--	200	added ('OK')	image/jpeg	etag:%22719-5a557148-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/ALL-IN-ONE-SHOP-80x80.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/ALL-IN-ONE-SHOP-80x80.jpg	(from https://abdulmateen.net/portfolio-item/italian-restaurant/)
11:47:10	77539/77539	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Apr%202018%2006:47:22%20GMT	https://abdulmateen.net/author/abdulmateen/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/author/abdulmateen/index.html	(from https://abdulmateen.net/portfolio-item/italian-restaurant/)
11:47:10	55259/55259	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ade2a97-d7db%22	https://ws.sharethis.com/button/buttons.js	C:/Users/lenovo/Desktop/portfolio/ws.sharethis.com/button/buttons.js	(from https://abdulmateen.net/portfolio-item/italian-restaurant/)
11:47:11	91445/91445	---M--	200	added ('OK')	image/jpeg	etag:%2216535-5a55786e-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/italian-restaurant-f-image-980x480.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/italian-restaurant-f-image-980x480.jpg	(from https://abdulmateen.net/portfolio-item/italian-restaurant/)
11:47:11	2454/2454	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Apr%202018%2006:47:24%20GMT	https://abdulmateen.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fabdulmateen.net%2Fportfolio-item%2Fclinical-psychologist%2F	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-json/oembed/1.0/embed0de9.json	(from https://abdulmateen.net/portfolio-item/clinical-psychologist/)
11:47:12	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:47:24%20GMT	https://abdulmateen.net/portfolio-item/clinical-psychologist/feed/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/clinical-psychologist/feed/index.html	(from https://abdulmateen.net/portfolio-item/clinical-psychologist/)
11:47:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Apr%202018%2006:47:24%20GMT	https://abdulmateen.net/?p=232	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/index80c9.html	(from https://abdulmateen.net/portfolio-item/clinical-psychologist/)
11:47:13	2760/2760	---M--	200	added ('OK')	text/xml	date:Thu,%2026%20Apr%202018%2006:47:25%20GMT	https://abdulmateen.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fabdulmateen.net%2Fportfolio-item%2Fclinical-psychologist%2F&format=xml	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-json/oembed/1.0/embed12bd	(from https://abdulmateen.net/portfolio-item/clinical-psychologist/)
11:47:13	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:47:26%20GMT	https://abdulmateen.net/portfolio-item/clinical-psychologist/OneSignalSDKUpdaterWorker.js.php	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/clinical-psychologist/OneSignalSDKUpdaterWorker.js.php	(from https://abdulmateen.net/portfolio-item/clinical-psychologist/)
11:47:14	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:47:27%20GMT	https://abdulmateen.net/portfolio-item/clinical-psychologist/OneSignalSDKWorker.js.php	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/clinical-psychologist/OneSignalSDKWorker.js.php	(from https://abdulmateen.net/portfolio-item/clinical-psychologist/)
11:47:15	38818/38818	---M--	200	added ('OK')	image/jpeg	etag:%2297a2-5a931fb4-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/02/ambreenrashidkhan-980x480.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/02/ambreenrashidkhan-980x480.jpg	(from https://abdulmateen.net/portfolio-item/clinical-psychologist/)
11:47:16	2422/2422	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Apr%202018%2006:47:28%20GMT	https://abdulmateen.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fabdulmateen.net%2Fportfolio-item%2Fall-in-one-shop%2F	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-json/oembed/1.0/embed1a38.json	(from https://abdulmateen.net/portfolio-item/all-in-one-shop/)
11:47:16	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:47:28%20GMT	https://abdulmateen.net/portfolio-item/all-in-one-shop/feed/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/all-in-one-shop/feed/index.html	(from https://abdulmateen.net/portfolio-item/all-in-one-shop/)
11:47:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Apr%202018%2006:47:29%20GMT	https://abdulmateen.net/?p=28	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/index3c55.html	(from https://abdulmateen.net/portfolio-item/all-in-one-shop/)
11:47:17	2728/2728	---M--	200	added ('OK')	text/xml	date:Thu,%2026%20Apr%202018%2006:47:29%20GMT	https://abdulmateen.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fabdulmateen.net%2Fportfolio-item%2Fall-in-one-shop%2F&format=xml	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-json/oembed/1.0/embed92b5	(from https://abdulmateen.net/portfolio-item/all-in-one-shop/)
11:47:17	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:47:30%20GMT	https://abdulmateen.net/portfolio-item/all-in-one-shop/OneSignalSDKUpdaterWorker.js.php	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/all-in-one-shop/OneSignalSDKUpdaterWorker.js.php	(from https://abdulmateen.net/portfolio-item/all-in-one-shop/)
11:47:18	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:47:31%20GMT	https://abdulmateen.net/portfolio-item/all-in-one-shop/OneSignalSDKWorker.js.php	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/all-in-one-shop/OneSignalSDKWorker.js.php	(from https://abdulmateen.net/portfolio-item/all-in-one-shop/)
11:47:19	2873/2873	---M--	200	added ('OK')	image/jpeg	etag:%22b39-5a55786c-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/italian-restaurant-f-image-80x80.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/italian-restaurant-f-image-80x80.jpg	(from https://abdulmateen.net/portfolio-item/all-in-one-shop/)
11:47:19	2450/2450	---M--	200	added ('OK')	image/jpeg	etag:%22992-5a932546-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/02/Infininty-Mining-Pakistan-80x80.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/02/Infininty-Mining-Pakistan-80x80.jpg	(from https://abdulmateen.net/portfolio-item/all-in-one-shop/)
11:47:20	27954/27954	---M--	200	added ('OK')	image/jpeg	etag:%226d32-5a557148-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/ALL-IN-ONE-SHOP-980x480.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/ALL-IN-ONE-SHOP-980x480.jpg	(from https://abdulmateen.net/portfolio-item/all-in-one-shop/)
11:47:20	2518/2518	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Apr%202018%2006:47:33%20GMT	https://abdulmateen.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fabdulmateen.net%2Fportfolio-item%2Fcompanies-incorporated-website%2F	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-json/oembed/1.0/embeda69c.json	(from https://abdulmateen.net/portfolio-item/companies-incorporated-website/)
11:47:21	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:47:33%20GMT	https://abdulmateen.net/portfolio-item/companies-incorporated-website/feed/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/companies-incorporated-website/feed/index.html	(from https://abdulmateen.net/portfolio-item/companies-incorporated-website/)
11:47:21	3412664/3412664	---M--	200	added ('OK')	image/jpeg	etag:%223412b8-5a5572de-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/0d36ba41564925.58cea8daf25db.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/0d36ba41564925.58cea8daf25db.jpg	(from https://abdulmateen.net/portfolio-item/italian-restaurant/)
11:47:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Apr%202018%2006:47:33%20GMT	https://abdulmateen.net/?p=239	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/index1639.html	(from https://abdulmateen.net/portfolio-item/companies-incorporated-website/)
11:47:22	2824/2824	---M--	200	added ('OK')	text/xml	date:Thu,%2026%20Apr%202018%2006:47:34%20GMT	https://abdulmateen.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fabdulmateen.net%2Fportfolio-item%2Fcompanies-incorporated-website%2F&format=xml	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-json/oembed/1.0/embedde5e	(from https://abdulmateen.net/portfolio-item/companies-incorporated-website/)
11:47:22	2474708/2474708	---M--	200	added ('OK')	image/png	etag:%2225c2d4-5a931da4-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/02/AMBREEN2.png	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/02/AMBREEN2.png	(from https://abdulmateen.net/portfolio-item/clinical-psychologist/)
11:47:22	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:47:35%20GMT	https://abdulmateen.net/portfolio-item/companies-incorporated-website/OneSignalSDKUpdaterWorker.js.php	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/companies-incorporated-website/OneSignalSDKUpdaterWorker.js.php	(from https://abdulmateen.net/portfolio-item/companies-incorporated-website/)
11:47:23	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:47:35%20GMT	https://abdulmateen.net/portfolio-item/companies-incorporated-website/OneSignalSDKWorker.js.php	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/companies-incorporated-website/OneSignalSDKWorker.js.php	(from https://abdulmateen.net/portfolio-item/companies-incorporated-website/)
11:47:24	70610/70610	---M--	200	added ('OK')	image/jpeg	etag:%22113d2-5aa00c97-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/03/companies-incorporated-website-980x480.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/03/companies-incorporated-website-980x480.jpg	(from https://abdulmateen.net/portfolio-item/companies-incorporated-website/)
11:47:24	2395/2395	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Apr%202018%2006:47:37%20GMT	https://abdulmateen.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fabdulmateen.net%2Fportfolio-item%2Ftravel-brochure%2F	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-json/oembed/1.0/embeddd8e.json	(from https://abdulmateen.net/portfolio-item/travel-brochure/)
11:47:24	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:47:37%20GMT	https://abdulmateen.net/portfolio-item/travel-brochure/feed/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/travel-brochure/feed/index.html	(from https://abdulmateen.net/portfolio-item/travel-brochure/)
11:47:25	2701/2701	---M--	200	added ('OK')	text/xml	date:Thu,%2026%20Apr%202018%2006:47:37%20GMT	https://abdulmateen.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fabdulmateen.net%2Fportfolio-item%2Ftravel-brochure%2F&format=xml	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-json/oembed/1.0/embede299	(from https://abdulmateen.net/portfolio-item/travel-brochure/)
11:47:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Apr%202018%2006:47:37%20GMT	https://abdulmateen.net/?p=112	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/index8820.html	(from https://abdulmateen.net/portfolio-item/travel-brochure/)
11:47:25	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:47:38%20GMT	https://abdulmateen.net/portfolio-item/travel-brochure/OneSignalSDKUpdaterWorker.js.php	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/travel-brochure/OneSignalSDKUpdaterWorker.js.php	(from https://abdulmateen.net/portfolio-item/travel-brochure/)
11:47:26	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:47:38%20GMT	https://abdulmateen.net/portfolio-item/travel-brochure/OneSignalSDKWorker.js.php	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/travel-brochure/OneSignalSDKWorker.js.php	(from https://abdulmateen.net/portfolio-item/travel-brochure/)
